date,symbol,direction,vic_level,signal_time,entry_time,fill_delay_min,entry_price,sl,tp,fractal_time,fractal_offset_k,outcome,exit_time,exit_price,mfe_pct,mae_pct,hit_type
2025-03-09,BTCUSDT,LONG,85638.12,2025-03-09T20:15:00+00:00,2025-03-09T21:05:00+00:00,50.0,82889.98000000001,82336.36,83443.60000000002,2025-03-09T19:00:00+00:00,3,loss,2025-03-09T21:23:00+00:00,82336.36,0.0772,1.0375,sl
2025-03-11,BTCUSDT,SHORT,79882.35,2025-03-11T23:15:00+00:00,2025-03-11T23:59:00+00:00,44.0,82923.134,83306.87,82539.39800000002,2025-03-11T22:15:00+00:00,2,loss,2025-03-12T01:41:00+00:00,83306.87,0.3837,0.5521,sl
2025-03-13,BTCUSDT,LONG,83631.19,2025-03-13T02:00:00+00:00,2025-03-13T02:31:00+00:00,31.0,83878.85200000001,83312.92,84444.78400000003,2025-03-13T01:00:00+00:00,2,loss,2025-03-13T04:34:00+00:00,83312.92,0.3823,0.691,sl
2025-03-14,BTCUSDT,SHORT,81420.01,2025-03-14T03:45:00+00:00,2025-03-14T04:00:00+00:00,15.0,81909.69200000001,82270.51,81548.87400000003,2025-03-14T02:45:00+00:00,2,loss,2025-03-14T07:43:00+00:00,82270.51,0.1582,0.5442,sl
2025-03-16,BTCUSDT,LONG,83778.03,2025-03-16T15:00:00+00:00,2025-03-16T15:18:00+00:00,18.0,83139.52,82498.38,83780.66,2025-03-16T13:45:00+00:00,3,win,2025-03-16T16:07:00+00:00,83780.66,0.9491,0.1905,tp
2025-03-20,BTCUSDT,LONG,84516.12,2025-03-20T20:30:00+00:00,2025-03-20T21:12:00+00:00,42.0,84406.48400000001,83922.0,84890.96800000002,2025-03-20T19:00:00+00:00,4,loss,2025-03-21T07:38:00+00:00,83922.0,0.5258,0.5969,sl
2025-03-25,BTCUSDT,SHORT,88311.64,2025-03-25T18:30:00+00:00,2025-03-25T19:00:00+00:00,30.0,87859.76000000001,88321.27,87398.25000000001,2025-03-25T17:00:00+00:00,4,loss,2025-03-25T20:06:00+00:00,88321.27,0.049,0.7072,sl
2025-03-27,BTCUSDT,LONG,86841.31,2025-03-27T14:45:00+00:00,2025-03-27T15:46:00+00:00,61.0,86835.332,85800.0,87870.66399999999,2025-03-27T13:30:00+00:00,3,loss,2025-03-28T06:53:00+00:00,85800.0,1.0283,1.292,sl
2025-03-31,BTCUSDT,SHORT,82959.59,2025-03-31T19:30:00+00:00,2025-04-01T02:50:00+00:00,440.0,83086.782,83566.0,82607.56400000001,2025-03-31T18:30:00+00:00,2,loss,2025-04-01T07:18:00+00:00,83566.0,0.2406,0.5815,sl
2025-04-07,BTCUSDT,SHORT,78831.45,2025-04-07T02:30:00+00:00,2025-04-07T14:10:00+00:00,700.0,78867.324,79347.46,78387.18799999998,2025-04-07T01:15:00+00:00,3,win,2025-04-07T14:10:00+00:00,78387.18799999998,0.7498,0.1682,tp
2025-04-19,BTCUSDT,SHORT,84518.36,2025-04-19T15:45:00+00:00,2025-04-19T16:04:00+00:00,19.0,85296.36000000002,85500.0,85092.72000000003,2025-04-19T14:00:00+00:00,5,win,2025-04-19T16:30:00+00:00,85092.72000000003,0.3061,0.0395,tp
2025-04-28,BTCUSDT,SHORT,94721.31,2025-04-28T13:45:00+00:00,2025-04-28T14:21:00+00:00,36.0,94850.412,95630.0,94070.824,2025-04-28T12:45:00+00:00,2,win,2025-04-28T15:11:00+00:00,94070.824,0.8333,0.0523,tp
2025-05-06,BTCUSDT,LONG,93969.21,2025-05-06T12:45:00+00:00,2025-05-06T13:01:00+00:00,16.0,93913.636,93720.63,94106.64199999999,2025-05-06T11:45:00+00:00,2,loss,2025-05-06T13:30:00+00:00,93720.63,0.0166,0.2133,sl
2025-05-10,BTCUSDT,SHORT,103628.77,2025-05-10T09:00:00+00:00,2025-05-10T09:38:00+00:00,38.0,103709.87400000001,104079.37,103340.37800000003,2025-05-10T08:00:00+00:00,2,win,2025-05-10T15:36:00+00:00,103340.37800000003,0.5275,0.1947,tp
2025-05-11,BTCUSDT,LONG,104807.37,2025-05-11T03:45:00+00:00,2025-05-11T04:00:00+00:00,15.0,104005.61600000001,103466.05,104545.18200000002,2025-05-11T02:45:00+00:00,2,loss,2025-05-11T07:41:00+00:00,103466.05,0.3792,0.6158,sl
2025-05-12,BTCUSDT,LONG,103781.06,2025-05-12T06:30:00+00:00,2025-05-12T08:11:00+00:00,101.0,104144.304,103750.0,104538.60800000001,2025-05-12T05:30:00+00:00,2,win,2025-05-12T08:48:00+00:00,104538.60800000001,0.3797,0.064,tp
2025-05-15,BTCUSDT,SHORT,103970.87,2025-05-15T18:30:00+00:00,2025-05-15T22:09:00+00:00,219.0,103623.958,104192.7,103055.216,2025-05-15T17:30:00+00:00,2,loss,2025-05-16T02:00:00+00:00,104192.7,0.3794,0.6322,sl
2025-05-16,BTCUSDT,SHORT,103968.26,2025-05-16T04:30:00+00:00,2025-05-16T05:05:00+00:00,35.0,103987.58800000002,104328.32,103646.85600000003,2025-05-16T03:30:00+00:00,2,win,2025-05-16T08:02:00+00:00,103646.85600000003,0.3535,0.1951,tp
2025-05-21,BTCUSDT,SHORT,107026.47,2025-05-21T02:00:00+00:00,2025-05-21T02:32:00+00:00,32.0,106576.52400000002,107086.24,106066.80800000003,2025-05-21T01:00:00+00:00,2,loss,2025-05-21T03:35:00+00:00,107086.24,0.0389,0.4805,sl
2025-05-23,BTCUSDT,SHORT,111780.84,2025-05-23T01:15:00+00:00,2025-05-23T01:31:00+00:00,16.0,111382.11200000001,111800.0,110964.22400000002,2025-05-23T00:00:00+00:00,3,win,2025-05-23T04:15:00+00:00,110964.22400000002,0.3771,0.2126,tp
2025-05-29,BTCUSDT,LONG,107136.37,2025-05-29T06:30:00+00:00,2025-05-29T06:54:00+00:00,24.0,107848.11400000002,106948.01,108748.21800000004,2025-05-29T04:45:00+00:00,5,win,2025-05-29T10:56:00+00:00,108748.21800000004,0.9355,0.1542,tp
2025-06-02,BTCUSDT,LONG,105097.58,2025-06-02T06:45:00+00:00,2025-06-02T09:06:00+00:00,141.0,105078.21,104610.13,105546.29000000001,2025-06-02T05:45:00+00:00,2,loss,2025-06-02T09:44:00+00:00,104610.13,0.1196,0.4494,sl
2025-06-11,BTCUSDT,LONG,108832.78,2025-06-11T21:00:00+00:00,2025-06-11T21:26:00+00:00,26.0,108896.07,108480.0,109312.14000000001,2025-06-11T20:00:00+00:00,2,loss,2025-06-11T21:38:00+00:00,108480.0,0.0484,0.433,sl
2025-06-17,BTCUSDT,SHORT,107181.35,2025-06-17T02:30:00+00:00,2025-06-17T02:51:00+00:00,21.0,106967.54800000001,107399.0,106536.09600000002,2025-06-17T01:30:00+00:00,2,loss,2025-06-17T02:55:00+00:00,107399.0,0.0459,0.4978,sl
2025-06-18,BTCUSDT,LONG,103630.67,2025-06-18T20:30:00+00:00,2025-06-19T14:50:00+00:00,1100.0,104170.44,103500.0,104840.88,2025-06-18T19:00:00+00:00,4,win,2025-06-19T23:15:00+00:00,104840.88,0.6531,0.2315,tp
2025-06-24,BTCUSDT,LONG,105323.83,2025-06-24T05:30:00+00:00,2025-06-24T07:37:00+00:00,127.0,105118.43,104704.91,105531.94999999998,2025-06-24T04:15:00+00:00,3,loss,2025-06-24T08:08:00+00:00,104704.91,0.188,0.3943,sl
2025-06-25,BTCUSDT,SHORT,106225.26,2025-06-25T03:45:00+00:00,2025-06-25T05:43:00+00:00,118.0,106368.862,106791.18,105946.544,2025-06-25T02:15:00+00:00,4,loss,2025-06-25T09:08:00+00:00,106791.18,0.2292,0.4885,sl
2025-06-29,BTCUSDT,SHORT,107449.28,2025-06-29T01:45:00+00:00,2025-06-29T06:58:00+00:00,313.0,107368.44200000001,107500.0,107236.88400000002,2025-06-29T00:45:00+00:00,2,loss,2025-06-29T08:31:00+00:00,107500.0,0.0358,0.2226,sl
2025-07-11,BTCUSDT,LONG,115727.5,2025-07-11T01:30:00+00:00,2025-07-11T02:04:00+00:00,34.0,115848.95400000001,115222.22,116475.68800000002,2025-07-11T00:15:00+00:00,3,win,2025-07-11T02:39:00+00:00,116475.68800000002,0.5718,0.1261,tp
2025-07-14,BTCUSDT,SHORT,119150.0,2025-07-14T01:15:00+00:00,2025-07-14T01:33:00+00:00,18.0,119047.41000000002,119470.54,118624.28000000004,2025-07-14T00:15:00+00:00,2,loss,2025-07-14T02:23:00+00:00,119470.54,0.0654,0.4969,sl
2025-07-19,BTCUSDT,SHORT,117950.25,2025-07-19T04:45:00+00:00,2025-07-19T05:36:00+00:00,51.0,118200.582,118371.42,118029.74399999999,2025-07-19T03:30:00+00:00,3,win,2025-07-19T08:32:00+00:00,118029.74399999999,0.1498,0.1068,tp
2025-07-22,BTCUSDT,SHORT,117902.73,2025-07-22T02:45:00+00:00,2025-07-22T04:38:00+00:00,113.0,117343.65800000001,117950.0,116737.31600000002,2025-07-22T01:45:00+00:00,2,win,2025-07-22T04:50:00+00:00,116737.31600000002,0.5489,0.0115,tp
2025-07-24,BTCUSDT,LONG,117381.44,2025-07-24T08:15:00+00:00,2025-07-24T09:18:00+00:00,63.0,118513.78800000002,117103.1,119924.47600000002,2025-07-24T07:00:00+00:00,3,loss,2025-07-25T02:12:00+00:00,117103.1,0.79,1.1929,sl
2025-08-07,BTCUSDT,SHORT,115187.96,2025-08-07T12:15:00+00:00,2025-08-07T12:38:00+00:00,23.0,116457.496,116828.93,116086.062,2025-08-07T11:15:00+00:00,2,win,2025-08-07T12:49:00+00:00,116086.062,0.3621,0.009,tp
2025-08-11,BTCUSDT,LONG,118362.97,2025-08-11T23:00:00+00:00,2025-08-11T23:28:00+00:00,28.0,118744.46,118050.11,119438.81000000001,2025-08-11T21:45:00+00:00,3,win,2025-08-12T13:34:00+00:00,119438.81000000001,0.6497,0.4522,tp
2025-08-14,BTCUSDT,LONG,121767.97,2025-08-14T14:30:00+00:00,2025-08-14T15:05:00+00:00,35.0,118704.952,117727.73,119682.17400000001,2025-08-14T13:30:00+00:00,2,loss,2025-08-14T16:13:00+00:00,117727.73,0.1063,0.8635,sl
2025-08-21,BTCUSDT,LONG,113272.3,2025-08-21T19:00:00+00:00,2025-08-21T19:20:00+00:00,20.0,112540.01000000001,112201.0,112879.02000000002,2025-08-21T17:30:00+00:00,4,loss,2025-08-21T19:24:00+00:00,112201.0,0.0521,0.3288,sl
2025-08-26,BTCUSDT,LONG,110070.54,2025-08-26T04:15:00+00:00,2025-08-26T04:46:00+00:00,31.0,109964.97600000001,109432.0,110497.95200000002,2025-08-26T03:15:00+00:00,2,win,2025-08-26T07:36:00+00:00,110497.95200000002,0.5296,0.181,tp
2025-09-17,BTCUSDT,LONG,116531.93,2025-09-17T02:30:00+00:00,2025-09-17T02:55:00+00:00,25.0,116748.48400000001,116516.92,116980.04800000002,2025-09-17T01:15:00+00:00,3,loss,2025-09-17T03:28:00+00:00,116516.92,0.0264,0.2562,sl
2025-09-28,BTCUSDT,LONG,109408.18,2025-09-28T07:30:00+00:00,2025-09-28T08:23:00+00:00,53.0,109437.104,109260.0,109614.20800000001,2025-09-28T06:30:00+00:00,2,loss,2025-09-28T11:22:00+00:00,109260.0,0.1124,0.1655,sl
2025-10-08,BTCUSDT,SHORT,121951.08,2025-10-08T03:15:00+00:00,2025-10-08T04:57:00+00:00,102.0,121828.88400000002,122229.66,121428.10800000004,2025-10-08T02:15:00+00:00,2,win,2025-10-08T05:21:00+00:00,121428.10800000004,0.338,0.0668,tp
2025-10-17,BTCUSDT,SHORT,108549.21,2025-10-17T05:45:00+00:00,2025-10-19T15:21:00+00:00,3456.0,108605.84400000001,109240.0,107971.68800000002,2025-10-17T03:45:00+00:00,6,loss,2025-10-19T17:15:00+00:00,109240.0,0.3369,0.6878,sl
2025-10-24,BTCUSDT,LONG,109881.05,2025-10-24T15:15:00+00:00,2025-10-24T15:40:00+00:00,25.0,110289.61200000001,109700.01,110879.21400000002,2025-10-24T14:15:00+00:00,2,win,2025-10-24T19:28:00+00:00,110879.21400000002,0.5915,0.4465,tp
2025-10-25,BTCUSDT,SHORT,111566.96,2025-10-25T10:00:00+00:00,2025-10-25T10:37:00+00:00,37.0,111603.40400000001,111850.13,111356.67800000001,2025-10-25T09:00:00+00:00,2,loss,2025-10-25T12:48:00+00:00,111850.13,0.11,0.2628,sl
2025-10-31,BTCUSDT,SHORT,108390.02,2025-10-31T02:15:00+00:00,2025-10-31T04:09:00+00:00,114.0,109481.938,110042.16,108921.71599999999,2025-10-31T01:00:00+00:00,3,loss,2025-10-31T04:40:00+00:00,110042.16,0.2134,0.6696,sl
2025-11-09,BTCUSDT,LONG,101628.6,2025-11-09T04:15:00+00:00,2025-11-09T04:48:00+00:00,33.0,101798.492,101400.0,102196.984,2025-11-09T03:15:00+00:00,2,win,2025-11-09T11:15:00+00:00,102196.984,0.4443,0.2932,tp
2025-11-14,BTCUSDT,LONG,98671.68,2025-11-14T14:45:00+00:00,2025-11-14T15:03:00+00:00,18.0,96119.88,94571.1,97668.66,2025-11-14T13:30:00+00:00,3,loss,2025-11-14T20:40:00+00:00,94571.1,1.3434,1.7893,sl
2025-12-11,BTCUSDT,SHORT,93001.71,2025-12-11T22:30:00+00:00,2025-12-11T23:35:00+00:00,65.0,92731.68,93555.0,91908.35999999999,2025-12-11T21:30:00+00:00,2,win,2025-12-12T00:58:00+00:00,91908.35999999999,0.9724,0.0737,tp
2025-12-13,BTCUSDT,SHORT,90538.46,2025-12-13T11:30:00+00:00,2025-12-13T12:10:00+00:00,40.0,90462.242,90634.55,90289.934,2025-12-13T10:30:00+00:00,2,win,2025-12-13T12:48:00+00:00,90289.934,0.2057,0.0089,tp
2025-12-14,BTCUSDT,SHORT,90358.77,2025-12-14T01:45:00+00:00,2025-12-14T02:02:00+00:00,17.0,90308.734,90472.4,90145.068,2025-12-14T00:45:00+00:00,2,win,2025-12-14T04:43:00+00:00,90145.068,0.1826,0.0833,tp
2025-12-16,BTCUSDT,SHORT,86871.25,2025-12-16T13:45:00+00:00,2025-12-16T14:30:00+00:00,45.0,87136.91,87342.74,86931.08,2025-12-16T12:00:00+00:00,5,loss,2025-12-16T14:30:00+00:00,87342.74,0.2627,0.3019,sl
2025-12-21,BTCUSDT,LONG,88021.07,2025-12-21T03:15:00+00:00,2025-12-21T13:30:00+00:00,615.0,88020.984,87869.35,88172.61799999999,2025-12-21T02:15:00+00:00,2,loss,2025-12-21T13:30:00+00:00,87869.35,0.2294,0.2205,sl
2025-12-22,BTCUSDT,LONG,87934.72,2025-12-22T03:15:00+00:00,2025-12-22T19:25:00+00:00,970.0,88573.164,87900.0,89246.32800000001,2025-12-22T02:00:00+00:00,3,loss,2025-12-23T03:07:00+00:00,87900.0,0.4142,0.8729,sl
2025-12-31,BTCUSDT,SHORT,88875.83,2025-12-31T12:45:00+00:00,2025-12-31T13:19:00+00:00,34.0,88867.486,89046.6,88688.372,2025-12-31T11:45:00+00:00,2,loss,2025-12-31T14:04:00+00:00,89046.6,0.1394,0.2054,sl
2026-01-15,BTCUSDT,LONG,96493.15,2026-01-15T04:30:00+00:00,2026-01-15T04:57:00+00:00,27.0,96166.902,95777.0,96556.804,2026-01-15T03:30:00+00:00,2,win,2026-01-15T06:19:00+00:00,96556.804,0.4199,0.0122,tp
2026-01-20,BTCUSDT,LONG,92448.61,2026-01-20T07:45:00+00:00,2026-01-20T08:00:00+00:00,15.0,91137.308,90771.78,91502.83600000001,2026-01-20T06:45:00+00:00,2,loss,2026-01-20T08:36:00+00:00,90771.78,0.1299,0.4875,sl
2026-01-21,BTCUSDT,SHORT,88579.02,2026-01-21T06:45:00+00:00,2026-01-21T07:03:00+00:00,18.0,89683.29600000002,90120.44,89246.15200000003,2026-01-21T05:45:00+00:00,2,win,2026-01-21T07:39:00+00:00,89246.15200000003,0.5651,0.0937,tp
2026-01-26,BTCUSDT,SHORT,87079.93,2026-01-26T03:30:00+00:00,2026-01-26T04:10:00+00:00,40.0,87479.176,87973.11,86985.24200000001,2026-01-26T02:30:00+00:00,2,loss,2026-01-26T06:26:00+00:00,87973.11,0.0484,0.5877,sl
2026-02-05,BTCUSDT,LONG,72769.18,2026-02-05T07:15:00+00:00,2026-02-05T07:41:00+00:00,26.0,70996.88,70434.05,71559.71,2026-02-05T06:15:00+00:00,2,win,2026-02-05T09:08:00+00:00,71559.71,1.1171,0.496,tp
2026-02-08,BTCUSDT,SHORT,69456.43,2026-02-08T09:45:00+00:00,2026-02-08T10:00:00+00:00,15.0,70297.57800000001,70796.99,69798.16600000001,2026-02-08T08:30:00+00:00,3,loss,2026-02-08T11:17:00+00:00,70796.99,0.579,0.9067,sl
2026-02-09,BTCUSDT,SHORT,71366.0,2026-02-09T06:30:00+00:00,2026-02-09T06:52:00+00:00,22.0,70622.06,71453.53,69790.59,2026-02-09T03:45:00+00:00,9,win,2026-02-09T08:31:00+00:00,69790.59,1.3523,0.3971,tp
2026-02-11,BTCUSDT,LONG,68229.65,2026-02-11T07:45:00+00:00,2026-02-11T08:01:00+00:00,16.0,67023.58,66557.99,67489.17,2026-02-11T06:45:00+00:00,2,loss,2026-02-11T10:50:00+00:00,66557.99,0.1654,0.7569,sl
2026-02-12,BTCUSDT,LONG,66113.25,2026-02-12T19:30:00+00:00,2026-02-12T20:01:00+00:00,31.0,65756.4,65118.0,66394.79999999999,2026-02-12T18:30:00+00:00,2,win,2026-02-12T22:47:00+00:00,66394.79999999999,0.9787,0.8233,tp
2026-02-21,BTCUSDT,LONG,67613.37,2026-02-21T05:00:00+00:00,2026-02-21T05:39:00+00:00,39.0,67806.248,67534.69,68077.80600000001,2026-02-21T03:30:00+00:00,4,win,2026-02-21T08:58:00+00:00,68077.80600000001,0.4029,0.0836,tp
2026-02-28,BTCUSDT,SHORT,65899.99,2026-02-28T03:45:00+00:00,2026-02-28T18:53:00+00:00,908.0,65851.148,66018.85,65683.446,2026-02-28T02:45:00+00:00,2,loss,2026-02-28T18:55:00+00:00,66018.85,0.1989,0.4654,sl
2026-03-02,BTCUSDT,SHORT,66560.14,2026-03-02T02:15:00+00:00,2026-03-02T02:33:00+00:00,18.0,66288.204,67079.0,65497.407999999996,2026-03-02T01:00:00+00:00,3,win,2026-03-02T13:47:00+00:00,65497.407999999996,1.2087,1.1299,tp
2026-03-03,BTCUSDT,LONG,68425.1,2026-03-03T05:15:00+00:00,2026-03-03T05:31:00+00:00,16.0,68298.42,68231.47,68365.37,2026-03-03T03:15:00+00:00,6,win,2026-03-03T05:32:00+00:00,68365.37,0.1239,0.0269,tp
2026-03-16,BTCUSDT,LONG,72749.44,2026-03-16T02:00:00+00:00,2026-03-16T02:15:00+00:00,15.0,72665.84,72270.41,73061.26999999999,2026-03-16T01:00:00+00:00,2,win,2026-03-16T03:30:00+00:00,73061.26999999999,0.7173,0.4098,tp
2026-03-17,BTCUSDT,LONG,73769.99,2026-03-17T11:15:00+00:00,2026-03-17T12:25:00+00:00,70.0,73865.01,73560.98,74169.04,2026-03-17T10:00:00+00:00,3,loss,2026-03-17T13:52:00+00:00,73560.98,0.4094,0.6306,sl
2026-03-29,BTCUSDT,SHORT,66940.95,2026-03-29T04:30:00+00:00,2026-03-29T06:04:00+00:00,94.0,66848.54000000001,67130.5,66566.58000000002,2026-03-29T03:15:00+00:00,3,win,2026-03-29T07:03:00+00:00,66566.58000000002,0.4257,0.0351,tp
2026-03-30,BTCUSDT,LONG,65860.31,2026-03-30T02:45:00+00:00,2026-03-30T17:21:00+00:00,876.0,66974.62400000001,65800.59,68148.65800000002,2026-03-30T00:15:00+00:00,8,win,2026-03-31T01:33:00+00:00,68148.65800000002,1.755,1.1071,tp
2026-04-10,BTCUSDT,SHORT,72075.75,2026-04-10T02:45:00+00:00,2026-04-10T04:53:00+00:00,128.0,72157.444,72387.0,71927.888,2026-04-10T01:30:00+00:00,3,win,2026-04-10T06:31:00+00:00,71927.888,0.326,0.1531,tp
2026-04-14,BTCUSDT,LONG,74134.65,2026-04-14T02:00:00+00:00,2026-04-14T02:33:00+00:00,33.0,74353.99,73954.86,74753.12000000001,2026-04-14T01:00:00+00:00,2,win,2026-04-14T07:09:00+00:00,74753.12000000001,0.7675,0.2735,tp
2026-04-16,BTCUSDT,LONG,73913.7,2026-04-16T15:45:00+00:00,2026-04-16T16:33:00+00:00,48.0,74450.16,73309.85,75590.47,2026-04-16T13:45:00+00:00,6,win,2026-04-17T08:48:00+00:00,75590.47,1.6713,0.7225,tp
2026-04-18,BTCUSDT,SHORT,77340.12,2026-04-18T03:15:00+00:00,2026-04-18T05:13:00+00:00,118.0,77262.25600000001,77420.08,77104.43200000002,2026-04-18T02:15:00+00:00,2,win,2026-04-18T06:05:00+00:00,77104.43200000002,0.207,0.0211,tp
